month,height,median,mean,std,count,min,max,variable,tower
7,015m,4.699999809265137,5.89526212877898,4.121754678222092,14859,0.0,37.599998474121094,PkWSpdMph,TOWD
7,035m,5.5,6.54312454177302,4.604369917185238,17737,0.0,79.69999694824219,PkWSpdMph,TOWD
7,060m,6.599999904632568,7.665763190438016,5.572748843459495,17820,0.0,115.0,PkWSpdMph,TOWD
8,015m,4.400000095367432,5.546777127125837,3.8153418015974156,14847,0.5,31.5,PkWSpdMph,TOWD
8,035m,5.300000190734863,6.2104627641390096,4.450640900413116,17806,0.0,72.5999984741211,PkWSpdMph,TOWD
8,060m,6.199999809265137,7.151124858192437,5.054907174570453,17780,0.0,89.30000305175781,PkWSpdMph,TOWD
9,015m,4.099999904632568,5.848031714933773,4.663423296035528,14378,0.5,34.099998474121094,PkWSpdMph,TOWD
9,035m,5.300000190734863,6.693112090938847,5.420132242577027,16754,0.0,85.4000015258789,PkWSpdMph,TOWD
9,060m,6.199999809265137,7.798085845046592,6.0192888265880855,17240,0.0,98.19999694824219,PkWSpdMph,TOWD
10,015m,4.5,5.923078412429657,4.664198688244599,15495,0.0,45.0,PkWSpdMph,TOWD
10,035m,5.5,6.787263038436048,5.3622513210467675,17830,0.0,91.5999984741211,PkWSpdMph,TOWD
10,060m,6.599999904632568,8.060515984453248,5.9313000139770615,17830,0.0,95.9000015258789,PkWSpdMph,TOWD
11,015m,4.699999809265137,6.35452068993746,5.287999175515811,17254,0.0,91.5,PkWSpdMph,TOWD
11,035m,6.0,7.40149028535147,5.583928660521667,17245,0.0,52.20000076293945,PkWSpdMph,TOWD
11,060m,7.300000190734863,8.83904828065127,6.333985368093731,17253,0.0,92.5,PkWSpdMph,TOWD
12,015m,5.0,6.847802292693249,6.005100539270362,17723,0.0,96.0999984741211,PkWSpdMph,TOWD
12,035m,6.599999904632568,8.240214312357962,6.242033208033193,14838,0.0,71.69999694824219,PkWSpdMph,TOWD
12,060m,8.0,9.677842223731185,6.993455713275345,17759,0.0,95.9000015258789,PkWSpdMph,TOWD
1,010m,7.699999809265137,8.914671065812795,4.71279934750336,14866,1.0,46.5,PkWSpdMph,TOWF
2,010m,7.099999904632568,8.913974490961115,5.027120969305526,10741,0.0,50.5,PkWSpdMph,TOWF
3,010m,8.0,9.713549969757324,5.019250812300505,14679,0.699999988079071,41.900001525878906,PkWSpdMph,TOWF
4,010m,7.400000095367432,9.498282432149221,5.3127473604947815,13915,0.699999988079071,53.0,PkWSpdMph,TOWF
5,010m,6.599999904632568,8.08798708033374,4.286752717186877,14859,0.800000011920929,41.20000076293945,PkWSpdMph,TOWF
6,010m,6.099999904632568,6.971250177883903,3.942477352960822,14254,0.0,39.099998474121094,PkWSpdMph,TOWF
7,010m,5.699999809265137,6.500394588222681,3.8337698715249364,14699,0.0,38.5,PkWSpdMph,TOWF
8,010m,5.599999904632568,6.336848135183196,3.627165782913246,14842,0.0,34.599998474121094,PkWSpdMph,TOWF
9,010m,6.199999809265137,7.026181633642893,4.000484986101238,13456,0.699999988079071,27.700000762939453,PkWSpdMph,TOWF
10,010m,6.599999904632568,7.565108969557409,4.052817048669822,13995,0.0,39.5,PkWSpdMph,TOWF
11,010m,7.099999904632568,8.069561183200044,4.4429839874812265,17228,0.6000000238418579,36.900001525878906,PkWSpdMph,TOWF
12,010m,7.0,8.378156963331065,4.8633392792504795,17699,0.5,38.900001525878906,PkWSpdMph,TOWF
1,025m,11.0,12.027366697165393,6.454090645564171,17704,0.5,49.29999923706055,PkWSpdMph,TOWS
2,025m,11.100000381469727,12.370861174427645,6.730109461431946,16164,0.6000000238418579,51.400001525878906,PkWSpdMph,TOWS
3,025m,12.800000190734863,13.87771672393437,7.355047084465362,17834,0.30000001192092896,59.79999923706055,PkWSpdMph,TOWS
4,025m,12.0,13.348356479575374,7.202220047798986,17280,0.5,60.599998474121094,PkWSpdMph,TOWS
5,025m,10.0,11.090025219842312,5.9799767007204165,17845,0.20000000298023224,53.5,PkWSpdMph,TOWS
6,025m,9.399999618530273,10.14654973173626,5.381323858741761,17274,0.4000000059604645,74.19999694824219,PkWSpdMph,TOWS
7,025m,8.5,9.119451765084829,4.7856416832748145,17839,0.4000000059604645,53.400001525878906,PkWSpdMph,TOWS
8,025m,7.800000190734863,8.540985994569393,4.574231916746578,17850,0.30000001192092896,42.599998474121094,PkWSpdMph,TOWS
9,025m,8.199999809265137,9.453313274042454,5.658598563634991,17279,0.30000001192092896,47.099998474121094,PkWSpdMph,TOWS
10,025m,8.600000381469727,9.658175097789604,5.473581464829331,17853,0.5,50.29999923706055,PkWSpdMph,TOWS
11,025m,9.5,10.675083945087913,6.086150528650996,17274,0.5,61.0,PkWSpdMph,TOWS
12,025m,10.100000381469727,11.393284884253177,6.706507410632453,17751,0.4000000059604645,59.099998474121094,PkWSpdMph,TOWS
1,015m,7.800000190734863,8.702867788657507,5.444611106962451,17714,0.0,38.5,PkWSpdMph,TOWY
1,033m,8.699999809265137,9.581136515492236,5.833024301948936,17844,0.0,38.5,PkWSpdMph,TOWY
2,015m,8.0,8.964588218684703,5.835936996895153,16198,0.0,50.79999923706055,PkWSpdMph,TOWY
2,033m,8.799999713897705,9.84536247857893,6.27306862080324,16194,0.0,62.5,PkWSpdMph,TOWY
3,015m,8.899999618530273,10.022208508979679,6.420949151217442,17831,0.0,52.900001525878906,PkWSpdMph,TOWY
3,033m,10.100000381469727,11.016807802962907,6.800154538428792,17831,0.0,53.400001525878906,PkWSpdMph,TOWY
4,015m,8.5,9.621638980928523,6.532497049134618,17279,0.0,45.29999923706055,PkWSpdMph,TOWY
4,033m,9.199999809265137,10.510232073976539,6.880242139943689,17279,0.0,50.79999923706055,PkWSpdMph,TOWY
5,015m,7.599999904632568,8.518045280081953,5.438896020721688,17844,0.0,47.900001525878906,PkWSpdMph,TOWY
5,033m,8.0,9.066044605398252,5.817233249985645,17844,0.0,49.70000076293945,PkWSpdMph,TOWY
6,015m,7.300000190734863,8.047351665236326,4.676300773993656,17275,0.0,44.0,PkWSpdMph,TOWY
6,033m,7.800000190734863,8.5021186652689,5.034268480108443,17275,0.0,48.29999923706055,PkWSpdMph,TOWY
7,015m,6.599999904632568,7.414909234424074,4.146794447259171,17848,0.0,43.099998474121094,PkWSpdMph,TOWY
7,033m,7.099999904632568,7.761963463506429,4.458225894571293,17846,0.0,46.900001525878906,PkWSpdMph,TOWY
8,015m,6.199999809265137,6.862951336536715,3.945276618366628,17836,0.0,39.20000076293945,PkWSpdMph,TOWY
8,033m,6.400000095367432,7.180876825208447,4.2890953812734915,17837,0.0,41.900001525878906,PkWSpdMph,TOWY
9,015m,6.0,7.207493178476805,4.82079783886734,17229,0.0,41.20000076293945,PkWSpdMph,TOWY
9,033m,6.400000095367432,7.649941959805047,5.273678802657239,17230,0.0,40.79999923706055,PkWSpdMph,TOWY
10,015m,6.0,6.878883970226919,4.76643345928034,17849,0.0,41.400001525878906,PkWSpdMph,TOWY
10,033m,6.400000095367432,7.390485262505566,5.155398549662126,17846,0.0,45.79999923706055,PkWSpdMph,TOWY
11,015m,6.199999809265137,7.289654972558567,5.264171798601667,17274,0.0,44.20000076293945,PkWSpdMph,TOWY
11,033m,6.900000095367432,8.009406654184358,5.661943531444364,17275,0.0,46.5,PkWSpdMph,TOWY
12,015m,6.599999904632568,8.001708341784509,5.750673769924225,17795,0.0,49.0,PkWSpdMph,TOWY
12,033m,7.599999904632568,8.830030905463515,6.20659707587131,17795,0.0,52.20000076293945,PkWSpdMph,TOWY
1,015m,-0.05999999865889549,-0.05961599421816081,0.21197408354436995,17604,-1.2400000095367432,2.180000066757202,VSSpdMph,TOWA
1,030m,0.0,0.006145459413327849,0.27785533223910314,17709,-2.5,2.9700000286102295,VSSpdMph,TOWA
2,015m,-0.05000000074505806,-0.048947172697369944,0.21210024398088223,16223,-1.6399999856948853,1.4700000286102295,VSSpdMph,TOWA
2,030m,0.0,0.01662064802864326,0.2667734754245452,16222,-1.9500000476837158,2.8299999237060547,VSSpdMph,TOWA
3,015m,-0.05000000074505806,-0.053691786338069904,0.2378765577635399,17780,-1.4600000381469727,1.399999976158142,VSSpdMph,TOWA
3,030m,0.009999999776482582,0.01580184844937849,0.298110430469209,17815,-1.5399999618530273,2.4000000953674316,VSSpdMph,TOWA
4,015m,-0.05000000074505806,-0.07450214622467617,0.2530658277837601,17234,-1.6200000047683716,1.25,VSSpdMph,TOWA
4,030m,0.009999999776482582,0.004028084370787178,0.3048846018752478,17234,-1.8200000524520874,1.9600000381469727,VSSpdMph,TOWA
5,015m,-0.05999999865889549,-0.09483281983693001,0.25088323333922435,17735,-1.6399999856948853,1.4600000381469727,VSSpdMph,TOWA
5,030m,0.019999999552965164,-0.0008125176281997241,0.2995356531905708,17735,-1.7000000476837158,2.309999942779541,VSSpdMph,TOWA
6,015m,-0.05999999865889549,-0.07297453118948517,0.24176333928914304,17280,-1.350000023841858,1.1100000143051147,VSSpdMph,TOWA
6,030m,0.029999999329447746,0.015715282891337286,0.30480122693314826,17280,-1.7100000381469727,1.8600000143051147,VSSpdMph,TOWA
7,015m,-0.05999999865889549,-0.0681315802063903,0.23813015434400475,17662,-1.2899999618530273,1.4800000190734863,VSSpdMph,TOWA
7,030m,0.029999999329447746,0.035749546387961496,0.31166537177455583,17664,-1.4900000095367432,2.880000114440918,VSSpdMph,TOWA
8,015m,-0.05999999865889549,-0.06861950370296253,0.22530102946443203,17856,-1.5800000429153442,1.1699999570846558,VSSpdMph,TOWA
8,030m,0.029999999329447746,0.027924507043369177,0.2920835534206562,17856,-1.9600000381469727,1.8200000524520874,VSSpdMph,TOWA
9,015m,-0.05000000074505806,-0.0662396649583727,0.224425208722704,16581,-1.4600000381469727,1.3799999952316284,VSSpdMph,TOWA
9,030m,0.019999999552965164,-0.004503391079137279,0.3187719018762971,16643,-2.0999999046325684,2.509999990463257,VSSpdMph,TOWA
10,015m,-0.05000000074505806,-0.07051210186152546,0.2219542121630998,17106,-1.409999966621399,1.399999976158142,VSSpdMph,TOWA
10,030m,0.019999999552965164,-0.0004669366557707072,0.289491088261162,17540,-2.200000047683716,2.0,VSSpdMph,TOWA
11,015m,-0.03999999910593033,-0.06474275166364689,0.2053650703137145,17007,-1.399999976158142,2.009999990463257,VSSpdMph,TOWA
11,030m,0.009999999776482582,-0.004928526305755545,0.27034986338713074,15810,-2.5999999046325684,1.7100000381469727,VSSpdMph,TOWA
12,015m,-0.05000000074505806,-0.05894361486996325,0.2150923480737371,17200,-3.0,1.899999976158142,VSSpdMph,TOWA
12,030m,0.009999999776482582,0.013136445284977892,0.2449902241915264,14408,-2.4800000190734863,1.7400000095367432,VSSpdMph,TOWA
1,015m,0.009999999776482582,0.0013854681276748188,0.15410823336036691,8878,-0.9599999785423279,0.949999988079071,VSSpdMph,TOWB
1,030m,-0.07000000029802322,-0.13809867260266293,0.23426253340649097,8878,-1.7300000190734863,0.8500000238418579,VSSpdMph,TOWB
2,015m,0.009999999776482582,-0.0038019287691504118,0.16601857452956484,13480,-1.409999966621399,2.2100000381469727,VSSpdMph,TOWB
2,030m,-0.09000000357627869,-0.15364681329788954,0.24430811514443332,13483,-1.7699999809265137,1.2300000190734863,VSSpdMph,TOWB
3,015m,0.009999999776482582,-0.013010752679018887,0.19432201248569125,11811,-1.5700000524520874,1.4500000476837158,VSSpdMph,TOWB
3,030m,-0.10999999940395355,-0.18240707794469455,0.28227446016348734,11811,-1.8700000047683716,1.1399999856948853,VSSpdMph,TOWB
4,015m,0.009999999776482582,-0.01886140367633138,0.1983730037985507,14228,-1.309999942779541,0.8899999856948853,VSSpdMph,TOWB
4,030m,-0.09000000357627869,-0.18101982093726288,0.2890516084706241,14228,-2.569999933242798,1.1100000143051147,VSSpdMph,TOWB
5,015m,0.009999999776482582,-0.009017512910997467,0.19572850746180168,13191,-1.399999976158142,1.2400000095367432,VSSpdMph,TOWB
5,030m,-0.05999999865889549,-0.15942535221168902,0.28106214359321424,13191,-1.909999966621399,1.0399999618530273,VSSpdMph,TOWB
6,015m,0.019999999552965164,-0.004727429202936258,0.19859242793535928,14418,-1.25,1.4800000190734863,VSSpdMph,TOWB
6,030m,-0.07000000029802322,-0.16341415746495486,0.30041521127106396,14270,-2.4700000286102295,1.600000023841858,VSSpdMph,TOWB
7,015m,0.029999999329447746,0.00934012929024208,0.18930779494002586,17579,-1.8700000047683716,0.949999988079071,VSSpdMph,TOWB
7,030m,-0.03999999910593033,-0.13566055467264407,0.2765619638283809,12762,-1.9700000286102295,1.2300000190734863,VSSpdMph,TOWB
8,015m,0.029999999329447746,0.0192123625588961,0.1819044547967222,14791,-1.2100000381469727,1.0,VSSpdMph,TOWB
8,030m,-0.029999999329447746,-0.1117246884947757,0.24411703289328618,14791,-1.6299999952316284,1.2799999713897705,VSSpdMph,TOWB
9,015m,0.009999999776482582,-0.009589465328065448,0.18410870709919921,14128,-1.2100000381469727,1.8899999856948853,VSSpdMph,TOWB
9,030m,-0.05000000074505806,-0.13686735386080945,0.25791387975627883,12341,-1.7699999809265137,1.2999999523162842,VSSpdMph,TOWB
10,015m,0.009999999776482582,-0.006465420879312679,0.16052998104330424,14822,-1.0199999809265137,1.0800000429153442,VSSpdMph,TOWB
10,030m,-0.05999999865889549,-0.13472001866588745,0.2352574334188586,14822,-1.5800000429153442,1.0299999713897705,VSSpdMph,TOWB
11,015m,0.009999999776482582,0.0012845206943804333,0.14802553589220369,14309,-1.8200000524520874,1.559999942779541,VSSpdMph,TOWB
11,030m,-0.05999999865889549,-0.13216389775762902,0.227773976690017,14289,-1.5399999618530273,1.2200000286102295,VSSpdMph,TOWB
12,015m,0.0,-0.0009669543938428392,0.16521562308024204,14706,-2.1500000953674316,2.9700000286102295,VSSpdMph,TOWB
12,030m,-0.05999999865889549,-0.1267700265091218,0.2202193236387371,14706,-1.6399999856948853,1.4700000286102295,VSSpdMph,TOWB
1,015m,-0.022369999438524246,-0.0842477236793173,0.20560673832211326,17294,-1.409309983253479,1.409309983253479,VSSpdMph,TOWD
1,060m,-0.022369999438524246,-0.08386125804555211,0.3383344741297046,17255,-2.8633599281311035,2.9528400897979736,VSSpdMph,TOWD
2,015m,-0.022369999438524246,-0.07291659883830916,0.20143051476634322,13819,-1.3645700216293335,0.9395399689674377,VSSpdMph,TOWD
2,060m,-0.022369999438524246,-0.07577192459997172,0.35108342872242215,13809,-2.908099889755249,2.997580051422119,VSSpdMph,TOWD
3,015m,-0.04473999887704849,-0.08986532734495613,0.2282326824186976,14861,-1.7448599338531494,1.0961300134658813,VSSpdMph,TOWD
3,060m,-0.04473999887704849,-0.10343295117065184,0.39352774064755824,14830,-2.5949199199676514,2.796250104904175,VSSpdMph,TOWD
4,015m,-0.022369999438524246,-0.09053975735938811,0.23702415957229808,14396,-1.83433997631073,1.0737600326538086,VSSpdMph,TOWD
4,060m,-0.022369999438524246,-0.12084562553809637,0.421691999803098,13814,-2.796250104904175,2.483070135116577,VSSpdMph,TOWD
5,015m,-0.022369999438524246,-0.08280910918319054,0.2220930156998333,14842,-1.610640048980713,1.0066499710083008,VSSpdMph,TOWD
5,060m,-0.022369999438524246,-0.07337484965774939,0.38333238352561144,14597,-2.908099889755249,2.5054399967193604,VSSpdMph,TOWD
6,015m,-0.022369999438524246,-0.07422175326937658,0.21592091805473976,14397,-1.6553800106048584,1.1632399559020996,VSSpdMph,TOWD
6,060m,-0.022369999438524246,-0.05794995795787403,0.3703842086384741,14389,-2.483070135116577,2.3712198734283447,VSSpdMph,TOWD
7,015m,-0.022369999438524246,-0.06664530578559788,0.21757908040111296,14875,-2.304110050201416,1.1856099367141724,VSSpdMph,TOWD
7,060m,-0.022369999438524246,-0.058820920496451,0.37738212207473193,14870,-2.9304699897766113,2.8633599281311035,VSSpdMph,TOWD
8,015m,-0.022369999438524246,-0.05994577988191631,0.20930387952329135,14866,-1.409309983253479,1.1856099367141724,VSSpdMph,TOWD
8,060m,0.0,-0.04659402687209105,0.37333829432181814,14841,-2.885730028152466,2.3712198734283447,VSSpdMph,TOWD
9,015m,0.0,-0.06271720365371708,0.21786429765139323,14386,-1.3422000408172607,1.3198299407958984,VSSpdMph,TOWD
9,060m,0.0,-0.02804304063893565,0.3574327098269579,14373,-2.975210189819336,2.550179958343506,VSSpdMph,TOWD
10,015m,0.0,-0.05803172998651575,0.20386741145879198,14866,-1.4316799640655518,1.2079800367355347,VSSpdMph,TOWD
10,060m,0.0,-0.04907002124490603,0.35161050328994053,14853,-2.8633599281311035,2.304110050201416,VSSpdMph,TOWD
11,015m,0.0,-0.05628340300185496,0.20307610765488876,14356,-2.6172900199890137,2.058040142059326,VSSpdMph,TOWD
11,060m,0.0,-0.051064998218229664,0.3312377130036061,14331,-2.796250104904175,2.058040142059326,VSSpdMph,TOWD
12,015m,0.0,-0.05839438393265988,0.18620623101273967,14766,-2.125149965286255,1.3422000408172607,VSSpdMph,TOWD
12,060m,0.0,-0.05670062580036478,0.297161631687535,14796,-2.5949199199676514,1.7672300338745117,VSSpdMph,TOWD
1,010m,-0.05000000074505806,0.02017284989385264,0.5122743130472364,11860,-2.569999933242798,3.0,VSSpdMph,TOWF
2,010m,0.0,0.07500280892556666,0.5553714235536134,10680,-2.990000009536743,3.0,VSSpdMph,TOWF
3,010m,0.024999999441206455,0.1174409852165307,0.5638131011631,11692,-2.799999952316284,2.990000009536743,VSSpdMph,TOWF
4,010m,0.11999999731779099,0.1876955850088859,0.5958838121553628,11031,-2.4200000762939453,2.9200000762939453,VSSpdMph,TOWF
5,010m,0.05999999865889549,0.15345312469632036,0.5446173245768363,10880,-2.4800000190734863,2.799999952316284,VSSpdMph,TOWF
6,010m,0.029999999329447746,0.10391668326677768,0.4587454994302742,9914,-2.809999942779541,2.5,VSSpdMph,TOWF
7,010m,-0.009999999776482582,0.05632463310210578,0.3883972170611697,8927,-1.1699999570846558,2.109999895095825,VSSpdMph,TOWF
8,010m,-0.05999999865889549,0.01590165757076768,0.4044313655333015,8928,-1.4199999570846558,2.7200000286102295,VSSpdMph,TOWF
9,010m,-0.09000000357627869,-0.012701664624917619,0.4297347356961425,8591,-1.340000033378601,2.180000066757202,VSSpdMph,TOWF
10,010m,-0.05999999865889549,0.02582499163587515,0.48846102784655154,8891,-1.75,2.8399999141693115,VSSpdMph,TOWF
11,010m,-0.09000000357627869,-0.03843432561284006,0.44385129925467665,11420,-1.899999976158142,2.6500000953674316,VSSpdMph,TOWF
12,010m,-0.05999999865889549,0.008496893323461385,0.48139645569780276,11749,-2.009999990463257,3.0,VSSpdMph,TOWF
1,025m,0.08799999952316284,0.13182789016055776,0.4400120037624686,17698,-2.059999942779541,2.890000104904175,VSSpdMph,TOWS
2,025m,0.0729999989271164,0.11730114426630922,0.43868397391382297,16165,-1.6970000267028809,2.489000082015991,VSSpdMph,TOWS
3,025m,0.0860000029206276,0.14445089796190486,0.4816347038421463,17820,-1.5470000505447388,2.1110000610351562,VSSpdMph,TOWS
4,025m,0.07100000232458115,0.13486242606418858,0.4901488296515081,17278,-1.781999945640564,2.884999990463257,VSSpdMph,TOWS
5,025m,0.020999999716877937,0.0686464754373145,0.427804858606996,17846,-2.313999891281128,2.005000114440918,VSSpdMph,TOWS
6,025m,0.0,0.02822495521187383,0.38533033624605584,17279,-1.6319999694824219,2.6080000400543213,VSSpdMph,TOWS
7,025m,-0.004000000189989805,0.026579451769541622,0.37799357881093065,17841,-2.0339999198913574,2.309000015258789,VSSpdMph,TOWS
8,025m,-0.03400000184774399,0.0017561056662287037,0.3660243523446972,17852,-1.5829999446868896,2.671999931335449,VSSpdMph,TOWS
9,025m,-0.09399999678134918,-0.05104476224187333,0.3559728472840844,17269,-1.9700000286102295,1.8300000429153442,VSSpdMph,TOWS
10,025m,-0.03700000047683716,0.012668945052381538,0.39543066576750263,17849,-1.6410000324249268,2.509999990463257,VSSpdMph,TOWS
11,025m,-0.01600000075995922,0.03613781922217523,0.41992701725496007,17269,-1.3760000467300415,2.740999937057495,VSSpdMph,TOWS
12,025m,0.03999999910593033,0.08923852181861264,0.4216455275071155,17751,-1.0679999589920044,2.752000093460083,VSSpdMph,TOWS
1,015m,-0.09000000357627869,-0.1471017110209609,0.2390771699918977,17707,-1.3200000524520874,1.0199999809265137,VSSpdMph,TOWY
1,033m,-0.039000000804662704,-0.07759296252909825,0.279075268715745,17620,-1.7549999952316284,1.465999960899353,VSSpdMph,TOWY
2,015m,-0.09000000357627869,-0.14140229868294937,0.2327582793425193,16095,-1.440000057220459,0.7400000095367432,VSSpdMph,TOWY
2,033m,-0.0430000014603138,-0.07708873103511343,0.2714539003052186,16195,-1.8880000114440918,2.4769999980926514,VSSpdMph,TOWY
3,015m,-0.07999999821186066,-0.13842772925191554,0.2573660810469638,17815,-1.6399999856948853,0.9599999785423279,VSSpdMph,TOWY
3,033m,-0.05000000074505806,-0.09970606388728964,0.3033678698763213,17827,-2.2780001163482666,1.8519999980926514,VSSpdMph,TOWY
4,015m,-0.05000000074505806,-0.1052387289014493,0.2458219210590126,17279,-1.340000033378601,0.75,VSSpdMph,TOWY
4,033m,-0.032999999821186066,-0.0794808727131865,0.30472793819222604,17279,-2.007999897003174,1.8580000400543213,VSSpdMph,TOWY
5,015m,-0.03999999910593033,-0.07515624988265836,0.2398753948894698,17856,-1.2599999904632568,0.9100000262260437,VSSpdMph,TOWY
5,033m,-0.007000000216066837,-0.0307226702033042,0.3144048201966506,17856,-2.114000082015991,1.8309999704360962,VSSpdMph,TOWY
6,015m,-0.03999999910593033,-0.07899479146936857,0.24950598047949496,17280,-1.590000033378601,0.7900000214576721,VSSpdMph,TOWY
6,033m,-0.0010000000474974513,-0.013275057902198266,0.32138868110568475,17280,-1.7300000190734863,1.9620000123977661,VSSpdMph,TOWY
7,015m,-0.03999999910593033,-0.06735786689781431,0.24238601139510538,17853,-1.9199999570846558,1.0,VSSpdMph,TOWY
7,033m,0.017999999225139618,0.014990310276249712,0.3275212575390548,17854,-2.2939999103546143,2.2039999961853027,VSSpdMph,TOWY
8,015m,-0.05999999865889549,-0.08659609012455557,0.2297005134150187,17853,-1.2899999618530273,0.7599999904632568,VSSpdMph,TOWY
8,033m,0.017000000923871994,0.010847972254528106,0.31799769126418287,17852,-1.8680000305175781,1.809999942779541,VSSpdMph,TOWY
9,015m,-0.09000000357627869,-0.13077235528599906,0.2546295826945141,17233,-1.6699999570846558,0.800000011920929,VSSpdMph,TOWY
9,033m,0.0,-0.024857374888201608,0.3141627111434214,17234,-1.875,1.8650000095367432,VSSpdMph,TOWY
10,015m,-0.07000000029802322,-0.11278729827295969,0.2210068827367188,17856,-1.4600000381469727,0.7699999809265137,VSSpdMph,TOWY
10,033m,-0.003000000026077032,-0.04239314522789908,0.28326238617723437,17856,-2.1610000133514404,2.0260000228881836,VSSpdMph,TOWY
11,015m,-0.07999999821186066,-0.13154340261772396,0.21873774847969085,17280,-1.2799999713897705,0.6499999761581421,VSSpdMph,TOWY
11,033m,0.0010000000474974513,-0.05389958885064071,0.27734674137051785,17269,-2.127000093460083,1.625,VSSpdMph,TOWY
12,015m,-0.07999999821186066,-0.1259565583271814,0.21701659639270882,17725,-1.4800000190734863,2.7300000190734863,VSSpdMph,TOWY
12,033m,-0.023000000044703484,-0.07948758371350254,0.2897042518507088,17759,-2.569000005722046,1.253999948501587,VSSpdMph,TOWY
1,015m,988.9000244140625,988.7848192837038,7.295105802915071,17621,965.2000122070312,1008.7000122070312,BarPresMb,TOWA
2,015m,988.5,988.477817850645,6.272551070828822,16094,965.2000122070312,1007.7999877929688,BarPresMb,TOWA
3,015m,988.2000122070312,987.9831640690787,6.341372953991244,17813,967.0,1005.0,BarPresMb,TOWA
4,015m,985.2000122070312,984.7176301948499,5.930171035950628,17141,965.2000122070312,1001.5,BarPresMb,TOWA
5,015m,985.5,985.2095799458014,4.831150314304445,17620,965.5999755859375,1000.2000122070312,BarPresMb,TOWA
6,015m,985.4000244140625,985.3658817364513,3.7301847793331846,17237,974.0,994.2000122070312,BarPresMb,TOWA
7,015m,986.0999755859375,986.1639667951405,3.012665924584934,16890,976.5,995.5,BarPresMb,TOWA
8,015m,986.0999755859375,986.0923174094575,2.8751149256369284,17794,970.9000244140625,994.0,BarPresMb,TOWA
9,015m,986.75,986.6869827732561,3.8101534916776965,16578,971.0,998.7999877929688,BarPresMb,TOWA
10,015m,987.2999877929688,986.7129058234776,5.046102897382629,16698,965.5,1001.0999755859375,BarPresMb,TOWA
11,015m,989.9000244140625,989.3351496832282,5.486587226378214,17141,967.0999755859375,1005.5,BarPresMb,TOWA
12,015m,988.2000122070312,987.8474484419248,5.930271227397236,17303,965.2000122070312,1002.2000122070312,BarPresMb,TOWA
1,015m,991.7000122070312,991.261021146933,7.371473381264528,17312,965.2999877929688,1010.0999755859375,BarPresMb,TOWB
2,015m,990.0,990.1273720906516,6.584802825598807,13828,965.5,1011.2000122070312,BarPresMb,TOWB
3,015m,990.7999877929688,990.4606301464462,6.605375309170205,14854,967.4000244140625,1006.2999877929688,BarPresMb,TOWB
4,015m,987.0,986.5485850886994,6.012454112006285,17244,965.4000244140625,1004.5,BarPresMb,TOWB
5,015m,987.0999755859375,986.8935015472505,5.155307839578323,17758,965.9000244140625,1002.4000244140625,BarPresMb,TOWB
6,015m,986.7999877929688,986.8999713273909,3.9792232317451495,17239,976.4000244140625,996.7999877929688,BarPresMb,TOWB
7,015m,987.5999755859375,987.6054154215458,3.1680841256756143,17764,974.7999877929688,998.0,BarPresMb,TOWB
8,015m,987.5,987.5490926278228,2.8748337076706787,17799,973.2000122070312,995.0999755859375,BarPresMb,TOWB
9,015m,988.2000122070312,988.2863216583737,3.9626868030480953,17246,972.9000244140625,1001.5,BarPresMb,TOWB
10,015m,989.5,988.8194046600152,5.068286801434167,17769,967.5999755859375,1001.2999877929688,BarPresMb,TOWB
11,015m,992.2999877929688,991.7720892013864,5.5958427273579465,17255,967.5,1008.4000244140625,BarPresMb,TOWB
12,015m,990.7000122070312,990.4899647342802,6.1441305473066254,17748,965.2000122070312,1005.2999877929688,BarPresMb,TOWB
1,002m,989.7999877929688,989.5414081107033,7.448354727211043,17313,965.2999877929688,1010.0999755859375,BarPresMb,TOWD
1,015m,989.7999877929688,989.5408029222406,7.449266452888557,17310,965.2999877929688,1010.0999755859375,BarPresMb,TOWD
2,002m,988.4000244140625,988.6392882857534,6.417051663077268,13770,965.2000122070312,1008.5999755859375,BarPresMb,TOWD
2,015m,988.4000244140625,988.6375753392042,6.416673458629792,13767,965.2000122070312,1008.5999755859375,BarPresMb,TOWD
3,002m,989.0999755859375,988.8992125688399,6.39121187656206,14857,967.4000244140625,1006.0999755859375,BarPresMb,TOWD
3,015m,989.0999755859375,988.9005251866869,6.390922271271296,14854,967.4000244140625,1006.0999755859375,BarPresMb,TOWD
4,002m,985.2999877929688,984.9723473649194,5.9604574054354,17228,965.2000122070312,1001.9000244140625,BarPresMb,TOWD
4,015m,985.2999877929688,984.9725125059356,5.960720393380319,17226,965.2000122070312,1001.9000244140625,BarPresMb,TOWD
5,002m,985.5999755859375,985.292169458827,4.7965771858826844,17764,965.9000244140625,999.7999877929688,BarPresMb,TOWD
5,015m,985.5999755859375,985.291718175317,4.796466052520113,17762,965.9000244140625,999.7999877929688,BarPresMb,TOWD
6,002m,985.2999877929688,985.2987647039433,3.74333621016116,17242,974.2000122070312,994.2000122070312,BarPresMb,TOWD
6,015m,985.2999877929688,985.299298161911,3.743315717935592,17239,974.2000122070312,994.2000122070312,BarPresMb,TOWD
7,002m,986.0,985.9991164414896,3.027147348612296,17769,975.7999877929688,995.4000244140625,BarPresMb,TOWD
7,015m,986.0,985.9994764994206,3.028128739063896,17765,975.7999877929688,995.4000244140625,BarPresMb,TOWD
