year,height,median,mean,std,count,min,max,variable,tower
2017,010m,8.600000381469727,7.925380068066445,6.355761437501243,6249,-10.399999618530273,21.799999237060547,TempC,TOWF
2018,010m,15.399999618530273,14.591727261664705,9.711383033650636,33145,-16.200000762939453,32.79999923706055,TempC,TOWF
2019,010m,17.200000762939453,15.692347993678363,9.175888176031446,34932,-11.300000190734863,34.5,TempC,TOWF
2020,010m,15.899999618530273,15.30347629162299,8.439830908483483,34836,-9.899999618530273,34.400001525878906,TempC,TOWF
2021,010m,16.399999618530273,15.112580016686973,8.539468440438824,34992,-8.399999618530273,32.099998474121094,TempC,TOWF
2022,010m,17.299999237060547,15.298669539995725,9.640582522518626,31568,-16.399999618530273,34.79999923706055,TempC,TOWF
2017,025m,17.261110305786133,15.887486918376881,8.580109806888403,35030,-11.822221755981445,32.99444580078125,TempC,TOWS
2018,025m,16.84444522857666,15.277329253766323,9.874181399134248,35016,-15.26111125946045,32.57221984863281,TempC,TOWS
2019,025m,17.450000762939453,15.975324279968024,9.228036957036988,34966,-11.13888931274414,33.17778015136719,TempC,TOWS
2020,025m,15.94444465637207,15.419616860649484,8.501433129490174,35073,-9.788888931274414,33.46666717529297,TempC,TOWS
2021,025m,16.294445037841797,15.24387264506949,8.622305234321493,34968,-8.40000057220459,31.96666717529297,TempC,TOWS
2022,025m,16.274999618530273,15.082916484270589,9.384230644128241,34918,-17.53333282470703,33.488887786865234,TempC,TOWS
2017,015m,17.27777671813965,16.15640023138275,8.610068438801413,35017,-12.05555534362793,34.44444274902344,TempC,TOWY
2017,033m,17.0,15.778380489451019,8.43083622046793,35027,-11.833333015441895,32.77777862548828,TempC,TOWY
2018,015m,17.05555534362793,15.677483103836071,9.85613934593198,35029,-14.38888931274414,34.5,TempC,TOWY
2018,033m,16.77777862548828,15.254920142568588,9.680659673641843,35026,-14.611111640930176,33.44444274902344,TempC,TOWY
2019,015m,17.55555534362793,16.355616465676537,9.310470894113651,35019,-9.722222328186035,35.55555725097656,TempC,TOWY
2019,033m,17.27777671813965,15.931688731957182,9.119588107738448,35017,-10.277777671813965,34.333335876464844,TempC,TOWY
2020,015m,16.22222328186035,15.845198888358908,8.666418446775769,35125,-9.05555534362793,35.4444465637207,TempC,TOWY
2020,033m,15.94444465637207,15.469376030899134,8.448177913892259,35125,-9.05555534362793,34.44444274902344,TempC,TOWY
2021,015m,16.72222137451172,15.72862552168284,8.776907464005445,34982,-6.777778148651123,34.0,TempC,TOWY
2021,033m,16.38888931274414,15.34456639005494,8.566410545335387,34986,-7.333333969116211,32.9444465637207,TempC,TOWY
2022,015m,16.55555534362793,15.599959393704525,9.57665103039665,35022,-15.88888931274414,36.27777862548828,TempC,TOWY
2022,033m,16.33333396911621,15.232920867976743,9.362847157382255,35020,-16.61111068725586,34.77777862548828,TempC,TOWY
2017,015m,77.19999694824219,73.9506225285112,22.13290756112867,34777,14.399999618530273,100.0,RelHum,TOWA
2018,015m,83.9000015258789,77.73478311904599,21.599368625571493,34649,16.0,100.0,RelHum,TOWA
2019,015m,83.5999984741211,77.86538530621296,22.378310162021823,34598,17.299999237060547,100.0,RelHum,TOWA
2020,015m,80.9000015258789,75.31249860555815,23.544103899843908,17794,15.399999618530273,100.0,RelHum,TOWA
2021,015m,81.19999694824219,75.6938040575925,21.17752592626394,34103,12.5,100.0,RelHum,TOWA
2022,015m,77.0999984741211,73.64652243002473,20.666577077680277,34248,16.0,100.0,RelHum,TOWA
2017,015m,79.9000015258789,75.34018981695017,23.1004514245396,28669,13.800000190734863,100.0,RelHum,TOWB
2018,015m,77.4000015258789,74.96387197693214,21.07721275185106,24045,16.5,100.0,RelHum,TOWB
2019,015m,72.5999984741211,71.05402270975873,22.429982649276145,27283,13.5,100.0,RelHum,TOWB
2020,015m,73.19999694824219,71.19916036709577,22.025792190643273,23699,15.100000381469727,100.0,RelHum,TOWB
2021,015m,72.5,70.55812145842542,22.697590480241733,23124,12.100000381469727,100.0,RelHum,TOWB
2022,015m,69.0999984741211,67.88253484053975,21.864163547962377,16301,19.299999237060547,100.0,RelHum,TOWB
2017,002m,80.9000015258789,75.32644524234941,21.423316679434453,34891,14.300000190734863,100.0,RelHum,TOWD
2017,015m,75.4000015258789,72.7656551988692,23.053076069720934,34998,12.100000381469727,100.0,RelHum,TOWD
2018,002m,83.80000305175781,77.38254716179587,19.944993072826886,34980,17.700000762939453,100.0,RelHum,TOWD
2018,015m,81.80000305175781,75.66153516474037,21.419416861509195,34967,12.600000381469727,100.0,RelHum,TOWD
2019,002m,80.5999984741211,74.31813628308976,21.93595311297351,34941,13.899999618530273,100.0,RelHum,TOWD
2019,015m,77.0999984741211,72.87418072948152,21.053515180077117,34939,12.399999618530273,99.9000015258789,RelHum,TOWD
2020,002m,84.4000015258789,77.38980001814032,21.266895428253047,35049,17.200000762939453,100.0,RelHum,TOWD
2020,015m,80.0999984741211,75.39054131294137,20.321060671228107,35026,14.399999618530273,100.0,RelHum,TOWD
2021,002m,84.5,77.2275370430506,22.29937964324831,34982,12.899999618530273,100.0,RelHum,TOWD
2021,015m,79.19999694824219,74.65233213286785,21.170720659662905,34925,11.399999618530273,100.0,RelHum,TOWD
2022,002m,79.5999984741211,75.32691339086865,21.102121272040584,28131,19.899999618530273,100.0,RelHum,TOWD
2022,015m,78.4000015258789,75.32385790271417,20.420835982461924,29244,18.399999618530273,100.0,RelHum,TOWD
2017,010m,73.30000305175781,71.23264294575029,19.465434704690434,5842,14.899999618530273,100.0,RelHum,TOWF
2018,010m,73.0999984741211,70.44023286716484,19.64826422217983,32896,14.800000190734863,100.0,RelHum,TOWF
2019,010m,69.5999984741211,67.97432306836579,18.699052875073136,34938,16.899999618530273,100.0,RelHum,TOWF
2020,010m,74.0999984741211,71.84566690354745,17.079181866665266,34848,23.5,100.0,RelHum,TOWF
2021,010m,71.0999984741211,69.89094156013725,17.60240853454021,34995,23.899999618530273,100.0,RelHum,TOWF
2022,010m,70.80000305175781,70.12062290068303,18.665623505683214,34452,23.100000381469727,100.0,RelHum,TOWF
2017,015m,70.0999984741211,68.27659904104398,20.739327562729052,34990,12.0,100.0,RelHum,TOWY
2018,015m,70.9000015258789,68.88946305632697,19.95090826209373,34659,14.100000381469727,100.0,RelHum,TOWY
2019,015m,67.0,65.82590262538737,20.90764153950776,34039,11.100000381469727,100.0,RelHum,TOWY
2020,015m,70.5999984741211,68.45593388764506,20.284644521656812,33275,11.600000381469727,100.0,RelHum,TOWY
2021,015m,69.0,67.31944273979752,21.039392678519995,32768,11.399999618530273,100.0,RelHum,TOWY
2022,015m,65.4000015258789,64.35858726478355,20.608423277545466,33014,13.699999809265137,100.0,RelHum,TOWY
2017,015m,10.399999618530273,10.385192625319696,5.039096081949266,34861,1.2000000476837158,22.0,AbsHum,TOWA
2018,015m,10.600000381469727,11.006133341432955,5.7971934474654505,34663,1.0,24.0,AbsHum,TOWA
2019,015m,10.800000190734863,11.019414756917769,5.500466986115128,34618,0.8999999761581421,24.299999237060547,AbsHum,TOWA
2020,015m,9.699999809265137,10.018553829280538,4.6770765013606255,34090,1.5,25.600000381469727,AbsHum,TOWA
2021,015m,10.199999809265137,10.5679351827695,5.36639932187756,34187,1.600000023841858,21.5,AbsHum,TOWA
2022,015m,9.600000381469727,10.235128869832888,5.636195047723117,34066,0.800000011920929,24.299999237060547,AbsHum,TOWA
2017,002m,10.399999618530273,10.333544071777075,4.950518020521041,34957,1.2999999523162842,21.399999618530273,AbsHum,TOWD
2017,015m,10.399999618530273,10.361586377105548,5.219323822212175,34998,1.100000023841858,24.100000381469727,AbsHum,TOWD
2018,002m,10.399999618530273,10.69023411692147,5.474728138161047,34897,1.100000023841858,23.200000762939453,AbsHum,TOWD
2018,015m,10.600000381469727,10.735047362170135,5.658521113197659,34733,0.8999999761581421,23.5,AbsHum,TOWD
2019,002m,9.899999618530273,10.194381058477534,4.981834319234146,34882,0.800000011920929,22.899999618530273,AbsHum,TOWD
2019,015m,10.0,10.436155080262004,5.300661601495841,34872,0.800000011920929,22.899999618530273,AbsHum,TOWD
2020,002m,9.899999618530273,10.308115597209556,4.926564420889578,35019,1.7000000476837158,24.799999237060547,AbsHum,TOWD
2020,015m,10.0,10.479143929109542,5.192043190728306,34997,1.7000000476837158,22.200000762939453,AbsHum,TOWD
2021,002m,9.800000190734863,10.210544211165324,5.109410571541481,35005,1.7999999523162842,23.5,AbsHum,TOWD
2021,015m,9.800000190734863,10.321291121700392,5.307317316878783,34869,1.600000023841858,21.799999237060547,AbsHum,TOWD
2022,002m,10.699999809265137,10.712185661851251,5.452043844007213,29387,0.800000011920929,23.700000762939453,AbsHum,TOWD
2022,015m,11.399999618530273,11.364695351905544,5.775364937110183,29050,0.800000011920929,24.899999618530273,AbsHum,TOWD
2017,010m,4.5,5.309710700807616,2.3602553276906098,4459,1.5,12.899999618530273,AbsHum,TOWF
2018,010m,9.199999809265137,9.445748890765245,4.537874190106461,32862,0.5,18.100000381469727,AbsHum,TOWF
2019,010m,9.399999618530273,9.679056107240742,4.482247333337575,34559,1.2000000476837158,19.5,AbsHum,TOWF
2020,010m,9.399999618530273,9.876143055911317,4.28473462456951,34644,2.0,19.5,AbsHum,TOWF
2021,010m,9.300000190734863,9.451477488784066,4.047600442382985,34755,2.4000000953674316,18.299999237060547,AbsHum,TOWF
2022,010m,9.699999809265137,9.849351521838422,4.745389027253503,31381,1.2999999523162842,20.200000762939453,AbsHum,TOWF
2017,015m,2.700000047683716,3.2366377701499247,2.2781581685016095,34953,0.0,18.700000762939453,WSpdMph,TOWA
2017,030m,3.9000000953674316,4.435574309256537,2.873963705817076,34955,0.0,23.299999237060547,WSpdMph,TOWA
2018,015m,2.700000047683716,3.1557808093860804,2.135668492563617,34874,0.0,29.200000762939453,WSpdMph,TOWA
2018,030m,3.799999952316284,4.314393394814511,2.733100668257438,34891,0.0,36.5,WSpdMph,TOWA
2019,015m,2.5999999046325684,3.0773743970629854,2.1689475241815614,34872,0.0,20.0,WSpdMph,TOWA
2019,030m,3.700000047683716,4.203521652119932,2.8110326378685238,34870,0.0,26.0,WSpdMph,TOWA
2020,015m,2.700000047683716,3.1582204404155987,2.154108947474826,34694,0.0,37.79999923706055,WSpdMph,TOWA
2020,030m,3.9000000953674316,4.343263965165979,2.752852588471046,34694,0.0,22.5,WSpdMph,TOWA
2021,015m,2.4000000953674316,2.9583355005469354,2.098771241888942,34605,0.0,16.600000381469727,WSpdMph,TOWA
2021,030m,4.0,4.541523969349489,2.5720427017783822,1168,0.20000000298023224,13.199999809265137,WSpdMph,TOWA
2022,015m,2.700000047683716,3.1970437871344415,2.298778858578146,34233,0.0,46.29999923706055,WSpdMph,TOWA
2022,030m,4.0,4.504647625889258,2.9102621142494316,32877,0.0,49.70000076293945,WSpdMph,TOWA
2017,015m,2.0999999046325684,2.693606801472553,2.391216550434109,31643,0.0,22.5,WSpdMph,TOWB
2017,030m,2.9000000953674316,3.515710835310982,3.0881877184970685,31456,0.0,22.100000381469727,WSpdMph,TOWB
2018,015m,2.0999999046325684,2.744535519166642,2.2990512000310925,30378,0.10000000149011612,48.29999923706055,WSpdMph,TOWB
2018,030m,2.5999999046325684,3.256535904983069,2.7708949898645847,30386,0.10000000149011612,39.20000076293945,WSpdMph,TOWB
2019,015m,2.0999999046325684,2.8767519215700164,2.4182487260783065,34876,0.10000000149011612,18.600000381469727,WSpdMph,TOWB
2019,030m,2.5999999046325684,3.418140055900039,2.937541112877315,34829,0.10000000149011612,22.200000762939453,WSpdMph,TOWB
2020,015m,2.299999952316284,2.935341215840836,2.3802155304587114,31974,0.10000000149011612,17.0,WSpdMph,TOWB
2020,030m,2.9000000953674316,3.633026835114666,2.917307901719665,31974,0.10000000149011612,22.399999618530273,WSpdMph,TOWB
2021,015m,2.0999999046325684,2.786280797952954,2.4650186468110595,31496,0.10000000149011612,50.0,WSpdMph,TOWB
2021,030m,2.5999999046325684,3.2981299211765274,2.748262507649139,31496,0.10000000149011612,28.299999237060547,WSpdMph,TOWB
2022,015m,2.4000000953674316,3.1166631202836594,2.543254668420828,28188,0.0,21.299999237060547,WSpdMph,TOWB
2022,030m,3.0,3.762368263924688,3.074488896410497,28181,0.0,26.299999237060547,WSpdMph,TOWB
2017,015m,2.4000000953674316,2.9356530670290737,2.284460478916267,35004,0.0,16.799999237060547,WSpdMph,TOWD
2017,035m,3.4000000953674316,4.044045135933933,3.0070837377394395,35005,0.0,24.5,WSpdMph,TOWD
2017,060m,4.400000095367432,5.1691329823785335,3.589803385483969,35005,0.0,30.399999618530273,WSpdMph,TOWD
2018,015m,2.9000000953674316,3.502077691515961,2.562928623536472,18097,0.0,47.20000076293945,WSpdMph,TOWD
2018,035m,3.5,3.971500843868763,2.8300735209920664,34987,0.0,19.100000381469727,WSpdMph,TOWD
2018,060m,4.400000095367432,5.037596821544123,3.3911092169312735,34987,0.0,22.399999618530273,WSpdMph,TOWD
2019,015m,2.5,3.086338876269399,2.303186771671885,34880,0.0,18.100000381469727,WSpdMph,TOWD
2019,035m,3.299999952316284,3.8921326465342405,2.937707988233733,34980,0.0,23.700000762939453,WSpdMph,TOWD
2019,060m,4.199999809265137,4.958355726888141,3.502633678163839,34982,0.0,30.200000762939453,WSpdMph,TOWD
2020,015m,2.5999999046325684,3.131303720227796,2.2292612199907507,34670,0.0,15.399999618530273,WSpdMph,TOWD
2020,035m,3.5,4.006146701814574,2.860818272437613,34669,0.0,21.399999618530273,WSpdMph,TOWD
2020,060m,4.400000095367432,5.088215441157804,3.4258694213261576,34664,0.0,24.899999618530273,WSpdMph,TOWD
2021,015m,2.4000000953674316,2.953020382975117,2.1892582648877372,34979,0.0,37.0,WSpdMph,TOWD
2021,035m,3.200000047683716,3.750889618542643,2.7903855474514403,35015,0.0,20.100000381469727,WSpdMph,TOWD
2021,060m,4.099999904632568,4.770901921039782,3.361017281502664,34992,0.0,24.200000762939453,WSpdMph,TOWD
2022,015m,2.5,3.074239488194614,2.2182279474059605,29421,0.0,17.600000381469727,WSpdMph,TOWD
2022,035m,3.5999999046325684,4.192881849097458,3.0648124498356752,30935,0.0,24.0,WSpdMph,TOWD
2022,060m,5.0,5.630715869326078,3.6597887175945716,34308,0.0,30.600000381469727,WSpdMph,TOWD
2017,010m,3.5,4.038822446177248,2.418880847260698,6522,0.30000001192092896,19.0,WSpdMph,TOWF
2018,010m,3.700000047683716,4.20779009553864,2.444934243262011,33196,0.20000000298023224,20.0,WSpdMph,TOWF
2019,010m,4.099999904632568,4.636266637128701,2.741727107400293,34864,0.10000000149011612,26.299999237060547,WSpdMph,TOWF
2020,010m,4.199999809265137,4.545151897026327,2.7207703906924317,25412,0.10000000149011612,24.600000381469727,WSpdMph,TOWF
2021,010m,3.9000000953674316,4.306564252532015,2.3653404954482458,21937,0.10000000149011612,19.600000381469727,WSpdMph,TOWF
2022,010m,3.5999999046325684,4.0762428875684895,2.4342295616605067,21442,0.0,21.399999618530273,WSpdMph,TOWF
2017,025m,6.0,6.613473619295471,3.809360853761415,35024,0.0,31.799999237060547,WSpdMph,TOWS
2018,025m,5.800000190734863,6.426662098789136,3.6385571810234034,35016,0.0,33.400001525878906,WSpdMph,TOWS
2019,025m,5.800000190734863,6.441940742488523,3.7961062356514774,34966,0.0,30.700000762939453,WSpdMph,TOWS
2020,025m,5.900000095367432,6.530883738371059,3.677252579558984,35067,0.0,30.899999618530273,WSpdMph,TOWS
2021,025m,5.699999809265137,6.183955384946451,3.5025037195567963,34965,0.0,26.299999237060547,WSpdMph,TOWS
2022,025m,6.199999809265137,6.752226712016742,3.7784652632477047,34917,0.0,41.20000076293945,WSpdMph,TOWS
2017,015m,3.700000047683716,4.314952177174554,3.017129130024691,35025,0.0,21.200000762939453,WSpdMph,TOWY
2017,033m,4.300000190734863,4.928852851824915,3.4823519641489424,35026,0.0,24.5,WSpdMph,TOWY
2018,015m,3.700000047683716,4.2400707995090015,2.8626441284219846,35028,0.0,20.5,WSpdMph,TOWY
2018,033m,4.199999809265137,4.825241971980836,3.293269323974457,35025,0.0,22.5,WSpdMph,TOWY
2019,015m,3.5,4.219988560059049,3.0187158842696333,34965,0.0,22.700000762939453,WSpdMph,TOWY
2019,033m,4.099999904632568,4.788384864317796,3.459487161736949,34963,0.0,25.399999618530273,WSpdMph,TOWY
2020,015m,3.700000047683716,4.2864487838842775,2.9344823432965974,35126,0.0,23.299999237060547,WSpdMph,TOWY
2020,033m,4.300000190734863,4.897189794959885,3.4058237382911662,35122,0.0,27.5,WSpdMph,TOWY
2021,015m,3.5,4.030580804527542,2.772211338170101,34986,0.0,20.299999237060547,WSpdMph,TOWY
2021,033m,4.0,4.603575921324613,3.2392595309675523,34984,0.0,24.0,WSpdMph,TOWY
2022,015m,3.799999952316284,4.371957338858091,3.1010901605022516,34879,0.0,28.799999237060547,WSpdMph,TOWY
2022,033m,4.400000095367432,5.051318232838906,3.57684669893782,35009,0.0,31.899999618530273,WSpdMph,TOWY
2017,015m,6.0,7.512828656770237,5.61064635097235,34953,0.0,51.0,PkWSpdMph,TOWA
2017,030m,7.199999809265137,8.763640269272125,6.186767220072409,34948,0.0,55.20000076293945,PkWSpdMph,TOWA
2018,015m,5.900000095367432,7.412604610828458,5.855872613639971,34892,0.0,111.80000305175781,PkWSpdMph,TOWA
2018,030m,7.199999809265137,8.546624394223205,5.817375770678299,34853,0.0,73.5,PkWSpdMph,TOWA
2019,015m,5.699999809265137,7.200677072828123,5.4672386737297956,34856,0.0,45.70000076293945,PkWSpdMph,TOWA
2019,030m,6.800000190734863,8.386959392558486,6.091471306089681,34845,0.0,53.29999923706055,PkWSpdMph,TOWA
2020,015m,5.900000095367432,7.394704832090757,5.383955886620647,34692,0.0,46.599998474121094,PkWSpdMph,TOWA
2020,030m,7.199999809265137,8.642178577145485,5.987043382081127,34674,0.0,69.0,PkWSpdMph,TOWA
2021,015m,5.5,6.923424833953615,5.150185406102445,34536,0.0,42.900001525878906,PkWSpdMph,TOWA
2021,030m,6.699999809265137,8.079651214200261,5.640778098069216,34577,0.0,46.099998474121094,PkWSpdMph,TOWA
2022,015m,6.199999809265137,7.571762823915252,5.6419973275,31200,0.0,62.20000076293945,PkWSpdMph,TOWA
2022,030m,7.599999904632568,9.07145730937781,6.3156214456392705,30323,0.0,75.0,PkWSpdMph,TOWA
2017,015m,5.0,6.495622916739913,5.417333789632735,28832,0.0,42.0,PkWSpdMph,TOWB
2017,030m,6.0,7.503562516273349,6.125725821203914,28856,0.0,97.0999984741211,PkWSpdMph,TOWB
2018,015m,4.800000190734863,6.236401331130652,5.553141780074143,30389,0.0,111.80000305175781,PkWSpdMph,TOWB
2018,030m,5.400000095367432,6.83542153720201,5.878612714167274,30377,0.0,111.5,PkWSpdMph,TOWB
2019,015m,4.699999809265137,6.3881495457693,5.407040890966457,33408,0.20000000298023224,90.80000305175781,PkWSpdMph,TOWB
2019,030m,5.300000190734863,7.003892215434797,5.807579710695103,33400,0.0,54.5,PkWSpdMph,TOWB
2020,015m,4.900000095367432,6.44787405350503,5.2082376655229385,29187,0.20000000298023224,42.0,PkWSpdMph,TOWB
2020,030m,5.699999809265137,7.211344482504684,5.730874262760013,29186,0.10000000149011612,79.5,PkWSpdMph,TOWB
2021,015m,4.300000190734863,6.057730015115899,5.474730435681227,26009,0.20000000298023224,88.9000015258789,PkWSpdMph,TOWB
2021,030m,5.0,6.682536142531889,5.73411755723793,26008,0.10000000149011612,89.9000015258789,PkWSpdMph,TOWB
2022,015m,5.199999809265137,6.856755740491909,5.7448849015539585,26570,0.0,84.19999694824219,PkWSpdMph,TOWB
2022,030m,6.0,7.641901462225344,6.194842086125332,26548,0.0,81.69999694824219,PkWSpdMph,TOWB
2017,015m,5.300000190734863,6.827533370837767,5.438671693844854,34983,0.0,44.0,PkWSpdMph,TOWD
2017,035m,6.599999904632568,8.180511162632847,6.237854397291161,34979,0.0,58.900001525878906,PkWSpdMph,TOWD
2017,060m,8.0,9.50896823658456,6.867413454333779,34979,0.0,106.69999694824219,PkWSpdMph,TOWD
2018,015m,6.5,7.968032924989202,6.243016430821181,18103,0.5,96.0999984741211,PkWSpdMph,TOWD
2018,035m,6.599999904632568,8.059985113863299,6.017777965089927,34932,0.0,91.5999984741211,PkWSpdMph,TOWD
2018,060m,7.800000190734863,9.307475160636406,6.5681024756433635,34929,0.0,115.0,PkWSpdMph,TOWD
2019,015m,5.400000095367432,6.961751720688622,5.5145542796888485,34880,0.0,91.5,PkWSpdMph,TOWD
2019,035m,6.400000095367432,7.9264144465062465,6.083329121299381,34890,0.0,71.69999694824219,PkWSpdMph,TOWD
2019,060m,7.599999904632568,9.193450094993707,6.664357185222182,34886,0.0,95.9000015258789,PkWSpdMph,TOWD
2020,015m,5.599999904632568,7.031213573334544,5.298894288275631,34658,0.0,42.900001525878906,PkWSpdMph,TOWD
2020,035m,6.900000095367432,8.118198352351717,5.933702259899795,34635,0.0,68.0,PkWSpdMph,TOWD
2020,060m,8.0,9.392468243089287,6.56279332156724,34640,0.0,101.4000015258789,PkWSpdMph,TOWD
2021,015m,5.099999904632568,6.694206045607922,5.824243733015349,35002,0.0,111.9000015258789,PkWSpdMph,TOWD
2021,035m,6.199999809265137,7.604705983592879,5.7501026723986355,34998,0.0,115.0,PkWSpdMph,TOWD
2021,060m,7.300000190734863,8.80839814613628,6.240364972354863,34972,0.0,57.900001525878906,PkWSpdMph,TOWD
2022,015m,5.099999904632568,6.5738679972436165,4.967764510494662,29439,0.10000000149011612,43.29999923706055,PkWSpdMph,TOWD
2022,035m,6.900000095367432,8.133209389009533,6.081615290735985,30928,0.0,66.19999694824219,PkWSpdMph,TOWD
2022,060m,8.300000190734863,9.849285445560255,7.087302206115265,34357,0.0,88.19999694824219,PkWSpdMph,TOWD
2017,010m,6.599999904632568,7.644226922208987,4.684319864871104,6487,0.8999999761581421,37.0,PkWSpdMph,TOWF
2018,010m,7.099999904632568,8.072195518008892,4.676540927343919,33286,0.0,50.5,PkWSpdMph,TOWF
2019,010m,7.800000190734863,8.953001580697537,5.351646970068992,34865,0.699999988079071,53.0,PkWSpdMph,TOWF
2020,010m,6.599999904632568,7.673649106119156,4.823197803274784,31183,0.0,46.5,PkWSpdMph,TOWF
